basin,nse_1day(s),nse_2day(s),nse_3day(s),nse_4day(s),nse_5day(s),nse_6day(s),nse_7day(s),nse
05/03015500,0.12720990180969238,0.18799500167369843,0.2057485431432724,0.20605462789535522,0.20446515083312988,0.20470930635929108,0.21250461041927338,0.1926705241203308
05/03021350,0.2612910866737366,0.309966504573822,0.3210550844669342,0.3222590982913971,0.32774457335472107,0.32300856709480286,0.31191760301589966,0.3110351264476776
05/03026500,0.21217089891433716,0.2809033691883087,0.31471383571624756,0.3407334089279175,0.35165977478027344,0.3565896451473236,0.3439563810825348,0.314389169216156
05/03028000,0.15247535705566406,0.19854781031608582,0.22015993297100067,0.22613413631916046,0.23876099288463593,0.2481471300125122,0.25667428970336914,0.22012896835803986
05/03049000,0.2076757699251175,0.2697307765483856,0.29163527488708496,0.31391119956970215,0.31491345167160034,0.30041372776031494,0.31411391496658325,0.2874852120876312
05/03049800,0.4855758547782898,0.5292912721633911,0.5706602931022644,0.6105941534042358,0.6317036151885986,0.6239374279975891,0.5938173532485962,0.5779428482055664
05/03050000,0.1659950613975525,0.198030486702919,0.2078234851360321,0.20365317165851593,0.19902975857257843,0.2008935809135437,0.19776801764965057,0.19616925716400146
05/03069500,0.14896593987941742,0.17821206152439117,0.18398012220859528,0.18173223733901978,0.18413855135440826,0.18713778257369995,0.1793372482061386,0.17764025926589966
05/03070500,0.14572148025035858,0.18708276748657227,0.1947775036096573,0.20064526796340942,0.20484477281570435,0.19921039044857025,0.18242506682872772,0.18780629336833954
05/03076600,0.18151767551898956,0.2640843093395233,0.2895457446575165,0.31182271242141724,0.3044320344924927,0.2980775535106659,0.3113030195236206,0.28010204434394836
05/03078000,0.21871478855609894,0.2562534511089325,0.2667354941368103,0.27582496404647827,0.2804850935935974,0.2687903046607971,0.2728642523288727,0.2628072202205658
05/03140000,0.22984671592712402,0.24556738138198853,0.26083219051361084,0.25228121876716614,0.26425763964653015,0.2618172764778137,0.26747414469718933,0.25458258390426636
05/03144000,0.23285387456417084,0.22087226808071136,0.20917218923568726,0.21489965915679932,0.2450704425573349,0.24488873779773712,0.27940940856933594,0.23531001806259155
05/03170000,0.14267690479755402,0.17158861458301544,0.17580175399780273,0.18762566149234772,0.17789500951766968,0.18072928488254547,0.1680821180343628,0.17205652594566345
05/03173000,0.1992792785167694,0.23715120553970337,0.24081361293792725,0.2454560250043869,0.24451984465122223,0.23361395299434662,0.24433280527591705,0.23502172529697418
05/03180500,0.20382000505924225,0.25062641501426697,0.25788798928260803,0.25287896394729614,0.24251186847686768,0.23034773766994476,0.23615919053554535,0.239176943898201
05/03182500,0.12042202800512314,0.15515020489692688,0.1673911064863205,0.16758175194263458,0.16810406744480133,0.16831235587596893,0.17377865314483643,0.16009745001792908
05/03237280,0.46392056345939636,0.498512327671051,0.4849189221858978,0.4795491695404053,0.519443690776825,0.5262589454650879,0.5319061279296875,0.5006150007247925
05/03237500,0.2784268260002136,0.2803173065185547,0.28233546018600464,0.2752496600151062,0.27436795830726624,0.27793070673942566,0.2951579988002777,0.2805405855178833
05/03241500,0.10654991865158081,0.12833848595619202,0.14103533327579498,0.15131543576717377,0.15954993665218353,0.16851013898849487,0.1836572140455246,0.14842312037944794
05/03280700,0.2813054621219635,0.32677707076072693,0.3533494174480438,0.36236247420310974,0.3808414340019226,0.35779479146003723,0.3176698386669159,0.3383469879627228
05/03281500,0.12612386047840118,0.1253989338874817,0.13438639044761658,0.1412045657634735,0.1419256031513214,0.14210468530654907,0.13477811217308044,0.13496826589107513
05/03285000,0.27265724539756775,0.2752678394317627,0.28300708532333374,0.28674817085266113,0.2877610921859741,0.29596611857414246,0.28286096453666687,0.2834443151950836
05/03291780,0.348222553730011,0.32573556900024414,0.3237415850162506,0.3327556550502777,0.33225029706954956,0.3441263735294342,0.35640838742256165,0.3376060128211975
05/03338780,0.2072012573480606,0.2601926028728485,0.25334563851356506,0.2765094041824341,0.2720744013786316,0.2784387469291687,0.3076777458190918,0.2650631070137024
05/03340800,0.15365004539489746,0.16854970157146454,0.180192232131958,0.18084582686424255,0.19165439903736115,0.19183534383773804,0.17805492877960205,0.17782627046108246
05/03346000,0.15353533625602722,0.19158415496349335,0.18381184339523315,0.18542857468128204,0.1898709386587143,0.19236209988594055,0.1779937446117401,0.1820838749408722
05/03364500,0.14663569629192352,0.18597964942455292,0.18490174412727356,0.17798759043216705,0.17835727334022522,0.17507749795913696,0.21133339405059814,0.1800392121076584
05/03366500,0.2698119878768921,0.26522645354270935,0.26005974411964417,0.25175753235816956,0.2466277778148651,0.25497785210609436,0.2580034136772156,0.2580662667751312
05/03368000,0.40159839391708374,0.40275296568870544,0.3692191243171692,0.358396053314209,0.3473931550979614,0.35945630073547363,0.33954012393951416,0.3683362603187561
05/03384450,0.2559249997138977,0.2623826563358307,0.26954835653305054,0.27230313420295715,0.27913516759872437,0.3037046790122986,0.33794036507606506,0.2829912304878235
06/03439000,0.15307949483394623,0.15584053099155426,0.1481863260269165,0.1362656056880951,0.13524894416332245,0.13681265711784363,0.17605158686637878,0.148783877491951
06/03455500,0.28165653347969055,0.288054883480072,0.2929108142852783,0.279895156621933,0.2737085521221161,0.265433669090271,0.3768114149570465,0.29406654834747314
06/03456500,0.20824578404426575,0.23641887307167053,0.24050484597682953,0.23772086203098297,0.22553879022598267,0.22527365386486053,0.2673671543598175,0.23443903028964996
06/03460000,0.172730952501297,0.19678719341754913,0.21118570864200592,0.21346606314182281,0.21335351467132568,0.21394187211990356,0.22710293531417847,0.2069409340620041
06/03471500,0.20165131986141205,0.24954259395599365,0.2667829096317291,0.26809924840927124,0.2610076069831848,0.25821515917778015,0.264350563287735,0.2528086006641388
06/03473000,0.1281568557024002,0.17845919728279114,0.19783958792686462,0.20623937249183655,0.20028863847255707,0.20126579701900482,0.19715853035449982,0.18706049025058746
06/03479000,0.30288559198379517,0.29498428106307983,0.2983999252319336,0.29494956135749817,0.3019751012325287,0.29770249128341675,0.3359783887863159,0.3038378059864044
06/03488000,0.15961921215057373,0.23545534908771515,0.2605339288711548,0.26666396856307983,0.2706187963485718,0.2702687978744507,0.27275165915489197,0.24798248708248138
06/03498500,0.14237850904464722,0.14509667456150055,0.15266945958137512,0.15388479828834534,0.15389138460159302,0.14707086980342865,0.1592891812324524,0.1506119817495346
06/03500000,0.07416559010744095,0.09000961482524872,0.09964713454246521,0.09762702137231827,0.10046463459730148,0.10406455397605896,0.11242001503705978,0.09691568464040756
06/03500240,0.12874804437160492,0.13503937423229218,0.1406600922346115,0.13582181930541992,0.13530057668685913,0.14036056399345398,0.15079286694526672,0.13810482621192932
06/03574500,0.252905011177063,0.26192769408226013,0.25596436858177185,0.2587040662765503,0.25502440333366394,0.2513672113418579,0.2607903480529785,0.2566690146923065
06/03592718,0.34871795773506165,0.36875417828559875,0.3763018548488617,0.3666178286075592,0.3594423830509186,0.3811732530593872,0.35897767543792725,0.3657122254371643
06/03604000,0.38269156217575073,0.36558422446250916,0.36845409870147705,0.36744263768196106,0.3650978207588196,0.3660016357898712,0.35512521862983704,0.3671993613243103
07/05291000,0.2424769103527069,0.40859007835388184,0.46750524640083313,0.5231524109840393,0.5759984254837036,0.6028674244880676,0.6071176528930664,0.4896717369556427
07/05362000,0.09515438973903656,0.2111133486032486,0.2862429916858673,0.3237597644329071,0.32590970396995544,0.3169551491737366,0.3081001341342926,0.26674702763557434
07/05393500,0.13005030155181885,0.21591246128082275,0.25151920318603516,0.268880158662796,0.2694574296474457,0.26904812455177307,0.28063809871673584,0.24078623950481415
07/05399500,0.25484079122543335,0.37321901321411133,0.4053354859352112,0.40901315212249756,0.42623209953308105,0.41432520747184753,0.3935336172580719,0.3823568522930145
07/05413500,0.3171122670173645,0.40999042987823486,0.40556371212005615,0.40776360034942627,0.4134702980518341,0.3980604112148285,0.37824568152427673,0.3900277614593506
07/05444000,0.403237521648407,0.4671177268028259,0.4731030762195587,0.48653700947761536,0.48328545689582825,0.5077312588691711,0.5690109133720398,0.48428747057914734
07/05454000,0.4496361315250397,0.4452122747898102,0.4716588854789734,0.46706658601760864,0.4769117832183838,0.47719109058380127,0.5349145531654358,0.4746558368206024
07/05458000,0.23371155560016632,0.29653310775756836,0.3063845932483673,0.3196090757846832,0.349694162607193,0.34343311190605164,0.3410941958427429,0.31292203068733215
07/05466500,0.15677689015865326,0.23696403205394745,0.23377473652362823,0.24493539333343506,0.2567780017852783,0.25692692399024963,0.2585349977016449,0.2349555343389511
07/05487980,0.2936748266220093,0.2904733717441559,0.2733820080757141,0.2762660086154938,0.28157126903533936,0.2850584089756012,0.29714739322662354,0.28536760807037354
07/05488200,0.30398789048194885,0.31003695726394653,0.3149365186691284,0.319339394569397,0.3157898485660553,0.3152368366718292,0.3153857886791229,0.31353044509887695
07/05489000,0.22246216237545013,0.2301749587059021,0.23074091970920563,0.23571822047233582,0.23743417859077454,0.23602725565433502,0.2343117594718933,0.23240992426872253
07/05495000,0.17790353298187256,0.24503110349178314,0.25782376527786255,0.2646865248680115,0.2668333053588867,0.27212774753570557,0.27878764271736145,0.25188472867012024
07/05503800,0.2968703508377075,0.33213770389556885,0.33343344926834106,0.3459680378437042,0.35637661814689636,0.3521192669868469,0.36567291617393494,0.3403683006763458
07/05507600,0.3661140203475952,0.3837026357650757,0.4114478826522827,0.3935015797615051,0.380931556224823,0.37920063734054565,0.35418450832366943,0.3812975585460663
07/05508805,0.3444005250930786,0.33820489048957825,0.3318140208721161,0.32024016976356506,0.3192930817604065,0.3296128213405609,0.3271852433681488,0.3301072120666504
07/05525500,0.14456312358379364,0.21982048451900482,0.2363191694021225,0.2480442374944687,0.2620738744735718,0.26290956139564514,0.2736072242259979,0.23533424735069275
07/05556500,0.2152550369501114,0.2683723270893097,0.27952656149864197,0.24656477570533752,0.23290757834911346,0.24987372756004333,0.34194427728652954,0.26206323504447937
07/05584500,0.11891229450702667,0.15792490541934967,0.15191271901130676,0.15901315212249756,0.16794820129871368,0.17817404866218567,0.19532494246959686,0.16131535172462463
07/05591550,0.2914021909236908,0.2999478280544281,0.30082079768180847,0.3136609196662903,0.3316621482372284,0.29553794860839844,0.25009387731552124,0.2975892126560211
07/05592050,0.3153753876686096,0.31218549609184265,0.3040267825126648,0.30678799748420715,0.2994321882724762,0.286266028881073,0.29885512590408325,0.30327555537223816
07/05592575,0.3558935225009918,0.3668334484100342,0.3352001905441284,0.3286837339401245,0.33772534132003784,0.33667728304862976,0.34661686420440674,0.3439472019672394
07/05593575,0.2445119470357895,0.2543738782405853,0.26247885823249817,0.2608962953090668,0.26162680983543396,0.26542574167251587,0.27136069536209106,0.2600891888141632
07/05593900,0.3970397412776947,0.37835800647735596,0.3646319806575775,0.3736923933029175,0.3632529675960541,0.3607713580131531,0.35210269689559937,0.3699784576892853
07/05595730,0.24195925891399384,0.255903422832489,0.2627413868904114,0.26260319352149963,0.2720843553543091,0.26607808470726013,0.2956908643245697,0.2652944028377533
08/07291000,0.3641391098499298,0.344282865524292,0.3660312592983246,0.3521530032157898,0.3567667603492737,0.3714456260204315,0.37166628241539,0.36092641949653625
08/07359610,0.35826411843299866,0.3549322187900543,0.3452013432979584,0.34355658292770386,0.3501390218734741,0.36841121315956116,0.40121182799339294,0.3602450489997864
08/07362100,0.31877344846725464,0.3673732280731201,0.43477001786231995,0.46551164984703064,0.4842362105846405,0.47360944747924805,0.47488337755203247,0.43130815029144287
08/07362587,0.41659921407699585,0.4214608669281006,0.4099854528903961,0.4359250068664551,0.43513500690460205,0.4310126304626465,0.42340323328971863,0.4247887432575226
08/08013000,0.10322917252779007,0.19211485981941223,0.22361841797828674,0.23504005372524261,0.2573449909687042,0.2851983606815338,0.3008953034877777,0.2282053530216217
08/08014500,0.09396929293870926,0.17678719758987427,0.2120731770992279,0.23600800335407257,0.23851273953914642,0.2567835748195648,0.2648698687553406,0.2112872451543808
09/05057200,0.15569448471069336,0.31016796827316284,0.4121905267238617,0.47452735900878906,0.5247439742088318,0.5808790922164917,0.6209558248519897,0.43987971544265747
10/06221400,0.017967883497476578,0.036550503224134445,0.04839056357741356,0.05703212693333626,0.062230002135038376,0.06401404738426208,0.06936953216791153,0.05079507827758789
10/06278300,0.05880589783191681,0.10058700293302536,0.11423373967409134,0.12521986663341522,0.1329195201396942,0.14176931977272034,0.15588119626045227,0.11848864704370499
10/06289000,0.013484825380146503,0.02877127379179001,0.0407579243183136,0.05038224905729294,0.06030428037047386,0.07085911929607391,0.0816025659441948,0.049450766295194626
10/06291500,0.02519184723496437,0.050593793392181396,0.0717134103178978,0.08437806367874146,0.09846267849206924,0.11302290856838226,0.13248002529144287,0.08226095139980316
10/06311000,0.0478379987180233,0.08667820692062378,0.10997788608074188,0.12851661443710327,0.14248059689998627,0.1551320105791092,0.17205294966697693,0.12038269639015198
10/06332515,0.4352811574935913,0.635305643081665,0.7384808659553528,0.8127654790878296,0.8618735671043396,0.9000782370567322,0.9269073009490967,0.7586703896522522
10/06344600,0.49331745505332947,0.7855813503265381,0.887772798538208,0.9303815364837646,0.9423879384994507,0.9518246054649353,0.9585557579994202,0.8499743342399597
10/06350000,0.5536706447601318,0.6860470771789551,0.7977699637413025,0.8369014859199524,0.8635181784629822,0.8820598721504211,0.9128162860870361,0.7903972268104553
10/06352000,0.4442470371723175,0.5843303203582764,0.7158475518226624,0.7802349328994751,0.8189139366149902,0.8459576368331909,0.8692307472229004,0.722679615020752
10/06404000,0.4826904535293579,0.5123082399368286,0.5303939580917358,0.5410296320915222,0.5476672649383545,0.5733826160430908,0.600536048412323,0.5411434769630432
10/06406000,0.2686481773853302,0.3507993519306183,0.38653433322906494,0.40234246850013733,0.4202131927013397,0.46484971046447754,0.5259235501289368,0.40274778008461
10/06409000,0.19527503848075867,0.2483111470937729,0.28114742040634155,0.32617807388305664,0.36007964611053467,0.3832158148288727,0.39911171793937683,0.3133072555065155
10/06431500,0.24955499172210693,0.37396183609962463,0.4141784608364105,0.4300226867198944,0.44463831186294556,0.4633694589138031,0.4803796410560608,0.4080018103122711
10/06440200,0.6605819463729858,0.7573910355567932,0.7826629877090454,0.7822935581207275,0.7882312536239624,0.800729513168335,0.809847354888916,0.7688196301460266
10/06447500,0.5626453757286072,0.6476809978485107,0.6962303519248962,0.7283990383148193,0.7527462840080261,0.7664331793785095,0.7695813775062561,0.7033820152282715
10/06470800,0.4125549793243408,0.49008339643478394,0.5583758354187012,0.5938950777053833,0.6138097047805786,0.6426003575325012,0.6661310195922852,0.5682070851325989
10/06477500,0.3263222277164459,0.47000131011009216,0.5575388669967651,0.60917067527771,0.6459678411483765,0.6767421364784241,0.7011715173721313,0.5695591568946838
10/06479215,0.4875815808773041,0.632886528968811,0.7108790278434753,0.7449589371681213,0.7633978128433228,0.776884913444519,0.784512996673584,0.7001573443412781
10/06601000,0.62481290102005,0.63251793384552,0.6392393112182617,0.6365162134170532,0.6389450430870056,0.6436624526977539,0.6915222406387329,0.6438870429992676
10/06622700,0.02453584037721157,0.04807796701788902,0.06209957227110863,0.07413117587566376,0.08532354235649109,0.09575369954109192,0.10827725380659103,0.07117112725973129
10/06623800,0.011973116546869278,0.025670474395155907,0.03627096861600876,0.04493742436170578,0.05277568846940994,0.06114375591278076,0.07168857008218765,0.04349387437105179
10/06632400,0.023071320727467537,0.048684846609830856,0.06819688528776169,0.08505092561244965,0.0993272215127945,0.11428293585777283,0.12843814492225647,0.08100719749927521
10/06746095,0.032860442996025085,0.0743485689163208,0.11012611538171768,0.14033909142017365,0.1643732339143753,0.17969411611557007,0.1914677619934082,0.12760265171527863
10/06803530,0.4985646605491638,0.49366238713264465,0.5018021464347839,0.502282977104187,0.5025380253791809,0.5179842710494995,0.5259629487991333,0.5061138868331909
10/06814000,0.32651039958000183,0.39272868633270264,0.3795819580554962,0.3851776123046875,0.38818639516830444,0.3649762272834778,0.3760468661785126,0.3733154237270355
10/06847900,0.840840756893158,0.913155734539032,0.9151334762573242,0.9317585825920105,0.9273006319999695,0.9410972595214844,0.9590204954147339,0.918329119682312
10/06853800,0.36887234449386597,0.43991345167160034,0.43728867173194885,0.4891611635684967,0.5368750691413879,0.551283597946167,0.5960595607757568,0.48849233984947205
10/06876700,0.45786768198013306,0.5421096682548523,0.6078594326972961,0.6301687359809875,0.6347282528877258,0.6226674914360046,0.6240358948707581,0.5884903073310852
10/06878000,0.3460308909416199,0.4140690863132477,0.435565322637558,0.436845064163208,0.45016124844551086,0.46808961033821106,0.5234394669532776,0.4391706585884094
10/06885500,0.20988556742668152,0.22589638829231262,0.22906191647052765,0.23014342784881592,0.23870816826820374,0.2284054011106491,0.23718981444835663,0.22847002744674683
10/06889200,0.3720785677433014,0.3492000699043274,0.3957383334636688,0.4176636040210724,0.4105308949947357,0.3922552466392517,0.3122886121273041,0.3785364627838135
10/06889500,0.20516736805438995,0.2019825428724289,0.24155443906784058,0.2549390494823456,0.2516025900840759,0.24671894311904907,0.23216895759105682,0.23344765603542328
10/06903400,0.402276873588562,0.4343687891960144,0.43100807070732117,0.43379712104797363,0.48126929998397827,0.4850178360939026,0.42416271567344666,0.44170013070106506
10/06906800,0.2818683385848999,0.2644997239112854,0.2675875425338745,0.2717854678630829,0.26705309748649597,0.2635320723056793,0.2830812633037567,0.2713438868522644
10/06910800,0.2592962086200714,0.2694344222545624,0.2606813907623291,0.2609117031097412,0.28425875306129456,0.29581430554389954,0.3130328357219696,0.2776326835155487
10/06911900,0.24735552072525024,0.25585371255874634,0.2633036673069,0.2546393871307373,0.26520633697509766,0.2761518657207489,0.27621331810951233,0.2626747786998749
10/06917000,0.25070542097091675,0.24483753740787506,0.26558917760849,0.2852797210216522,0.26115384697914124,0.2836471498012543,0.2726150155067444,0.26626110076904297
10/06918460,0.3170901834964752,0.3392651379108429,0.3495837152004242,0.3429110646247864,0.34606727957725525,0.339094877243042,0.3673132061958313,0.3430461585521698
10/06919500,0.1642124503850937,0.20058020949363708,0.17949210107326508,0.155623659491539,0.14895741641521454,0.15774574875831604,0.17310024797916412,0.16853027045726776
10/06921200,0.25853151082992554,0.2753223180770874,0.2904464602470398,0.2866293489933014,0.2786126136779785,0.27794694900512695,0.30671319365501404,0.28202885389328003
11/07057500,0.2575925886631012,0.2571393549442291,0.2786829471588135,0.2794455289840698,0.26774778962135315,0.26834240555763245,0.32430335879325867,0.27617958188056946
11/07060710,0.4122632145881653,0.41471728682518005,0.3997802734375,0.4082319438457489,0.4214976727962494,0.4451804757118225,0.4382174015045166,0.4199840724468231
11/07066000,0.29779133200645447,0.26477500796318054,0.2933957874774933,0.2796740233898163,0.2834479808807373,0.27695801854133606,0.3130302429199219,0.2870102524757385
11/07142300,0.533331573009491,0.590501070022583,0.5957279205322266,0.6022615432739258,0.6130248308181763,0.6363544464111328,0.6555476784706116,0.6038200855255127
11/07145700,0.2589084804058075,0.31682467460632324,0.3124391436576843,0.3194928467273712,0.3085881769657135,0.30279505252838135,0.2946770191192627,0.3019607663154602
11/07167500,0.47023868560791016,0.48224595189094543,0.46721360087394714,0.4757500886917114,0.4727410078048706,0.47235509753227234,0.4895700514316559,0.47573065757751465
11/07180500,0.37289443612098694,0.38036975264549255,0.3821331560611725,0.38351380825042725,0.3859732449054718,0.397378534078598,0.4176500737667084,0.3885589838027954
11/07184000,0.381663054227829,0.3891007900238037,0.3868507146835327,0.3966347277164459,0.3878573477268219,0.4008597731590271,0.3877798318862915,0.39010655879974365
11/07196900,0.4820738732814789,0.4776695966720581,0.49333837628364563,0.488639235496521,0.48892033100128174,0.4960312843322754,0.5856316089630127,0.5017576813697815
11/07197000,0.20358289778232574,0.23402366042137146,0.25613725185394287,0.25635164976119995,0.26337677240371704,0.2659834921360016,0.30022162199020386,0.2542392909526825
11/07208500,0.11937278509140015,0.1696840226650238,0.20298662781715393,0.22729472815990448,0.24793383479118347,0.26744046807289124,0.2873411476612091,0.2174350619316101
11/07261000,0.25491398572921753,0.2970678508281708,0.3084562122821808,0.3141743540763855,0.3263617753982544,0.3391169309616089,0.35539770126342773,0.31364157795906067
11/07263295,0.27461007237434387,0.3319360613822937,0.34326431155204773,0.3746683895587921,0.3837314546108246,0.3490617573261261,0.311393141746521,0.3383808135986328
11/07301410,0.40430817008018494,0.5096985101699829,0.5283418893814087,0.5378317832946777,0.5380991697311401,0.5228140354156494,0.5329264998435974,0.510574221611023
11/07315200,0.8135694265365601,0.8184804916381836,0.8144595623016357,0.8097227215766907,0.8159929513931274,0.8200834393501282,0.8319920301437378,0.817757248878479
11/07315700,0.35390639305114746,0.41188088059425354,0.40843382477760315,0.42236271500587463,0.42285722494125366,0.44230231642723083,0.42255648970603943,0.4120428264141083
11/07335700,0.34406712651252747,0.3537085950374603,0.3604342043399811,0.37510278820991516,0.38562360405921936,0.40536659955978394,0.4173983931541443,0.37738507986068726
11/07346045,0.10240542143583298,0.15229782462120056,0.17295707762241364,0.17833325266838074,0.18222393095493317,0.19341103732585907,0.20689082145690918,0.16978663206100464
12/08023080,0.22926518321037292,0.3410032093524933,0.3903837203979492,0.4095406234264374,0.42511433362960815,0.4308397173881531,0.45034828782081604,0.3823563754558563
12/08050800,0.6597908735275269,0.6420212984085083,0.6216928362846375,0.610371470451355,0.607324481010437,0.6184139847755432,0.6556055545806885,0.6307457685470581
12/08066200,0.444911390542984,0.4235692620277405,0.4247567355632782,0.4232577979564667,0.4276185631752014,0.42859986424446106,0.45099911093711853,0.431958943605423
12/08066300,0.3160945475101471,0.43327033519744873,0.4613804519176483,0.4664037525653839,0.47116619348526,0.48134881258010864,0.481006383895874,0.4443836212158203
12/08070000,0.3864762485027313,0.47248008847236633,0.49106621742248535,0.47818028926849365,0.45178544521331787,0.44604456424713135,0.44960281252861023,0.453662246465683
12/08070200,0.4020930528640747,0.49950358271598816,0.4991726279258728,0.4896821975708008,0.4904581308364868,0.499838262796402,0.4810025691986084,0.4802500605583191
12/08086212,0.5319921970367432,0.48204049468040466,0.4699614644050598,0.45894134044647217,0.478396475315094,0.4858168661594391,0.6129728555679321,0.502874493598938
12/08086290,0.49634796380996704,0.45691198110580444,0.47107774019241333,0.4661250710487366,0.5050970315933228,0.5045694708824158,0.6412191390991211,0.505906879901886
12/08101000,0.33818477392196655,0.3410418629646301,0.34955593943595886,0.34693360328674316,0.35130858421325684,0.3438671827316284,0.37886953353881836,0.3499659299850464
12/08103900,0.3817133605480194,0.3867412805557251,0.39308735728263855,0.3869931995868683,0.3847286105155945,0.3816581666469574,0.44371387362480164,0.39409083127975464
12/08104900,0.36061498522758484,0.2970406413078308,0.25611191987991333,0.22087545692920685,0.2097305804491043,0.20825205743312836,0.2997111976146698,0.2646195888519287
12/08109700,0.24163050949573517,0.3103494346141815,0.340059369802475,0.35961365699768066,0.37217551469802856,0.34270915389060974,0.32710662484169006,0.3276633024215698
12/08150800,0.7814124822616577,0.7306501269340515,0.7265482544898987,0.7203637361526489,0.7007824182510376,0.6962699294090271,0.7541120648384094,0.7300198674201965
12/08158810,0.4192693531513214,0.42495352029800415,0.42666229605674744,0.4116969406604767,0.40960192680358887,0.30118370056152344,0.5551866888999939,0.4212220311164856
12/08164300,0.24960340559482574,0.23595520853996277,0.2264396995306015,0.24526634812355042,0.25912684202194214,0.24353820085525513,0.25414222478866577,0.24486741423606873
12/08164600,0.35060250759124756,0.3428783416748047,0.35059529542922974,0.34475159645080566,0.34657102823257446,0.34735792875289917,0.37227389216423035,0.3507186770439148
12/08165300,0.9381831884384155,0.9229080080986023,0.9010294675827026,0.8992477655410767,0.896094560623169,0.9004045128822327,0.9083536863327026,0.9094602465629578
12/08171300,0.26332899928092957,0.2631351351737976,0.26107871532440186,0.2518925070762634,0.27493342757225037,0.2525446116924286,0.3539426326751709,0.2744079828262329
12/08175000,0.4637196660041809,0.5236393809318542,0.5331718921661377,0.5351500511169434,0.5404595136642456,0.5404627323150635,0.5260049700737,0.523229718208313
12/08176900,0.5193371772766113,0.5543255805969238,0.5468226671218872,0.5386509299278259,0.5375585556030273,0.5569289922714233,0.5927051901817322,0.5494756102561951
12/08178880,2.021738052368164,2.068216323852539,2.1173863410949707,2.260024309158325,2.3209598064422607,2.194662094116211,1.2353081703186035,2.0311875343322754
12/08189500,0.2703686058521271,0.28981155157089233,0.28436219692230225,0.2870326340198517,0.32191377878189087,0.2960001528263092,0.2998148798942566,0.29275763034820557
12/08190000,0.5922191143035889,0.5882703065872192,0.5875422358512878,0.5940192937850952,0.5833204984664917,0.5936145782470703,0.6270605325698853,0.5951494574546814
12/08190500,0.8780454397201538,0.8684971332550049,0.8688134551048279,0.9005888104438782,0.9268508553504944,0.9165137410163879,0.9418540596961975,0.9001660943031311
12/08194200,0.711259126663208,0.929345965385437,0.9862011075019836,1.0214581489562988,1.0212178230285645,1.0082224607467651,0.9942128658294678,0.9531310796737671
12/08198500,0.8326468467712402,0.9946545362472534,1.0781434774398804,1.0912418365478516,1.0949554443359375,1.0096395015716553,0.8758193254470825,0.9967286586761475
12/08202700,0.9700249433517456,0.9769775867462158,0.9869563579559326,0.9887260794639587,0.9735648036003113,0.9647971391677856,0.961338460445404,0.9746266007423401
13/08267500,0.013294967822730541,0.029859043657779694,0.04265370965003967,0.05330129340291023,0.06158437207341194,0.07023386657238007,0.07928580790758133,0.05003361403942108
13/08269000,0.027995361015200615,0.047477398067712784,0.06111796572804451,0.0679268091917038,0.07704243063926697,0.0846857950091362,0.09344430267810822,0.0656713992357254
13/08271000,0.015216711908578873,0.030827153474092484,0.04281214252114296,0.05226980894804001,0.061548862606287,0.06970769166946411,0.07729360461235046,0.04995812103152275
13/08324000,0.05059732124209404,0.0882774293422699,0.11861661076545715,0.14564891159534454,0.17341654002666473,0.19156984984874725,0.21489332616329193,0.14043399691581726
13/08377900,0.053765919059515,0.08469589799642563,0.10788442939519882,0.12462282180786133,0.13574723899364471,0.14475581049919128,0.15399351716041565,0.11506941169500351
13/08378500,0.04796518385410309,0.07172524929046631,0.08920160681009293,0.10233884304761887,0.11266843229532242,0.12224235385656357,0.13234874606132507,0.09692949801683426
13/08380500,0.38389766216278076,0.4403373897075653,0.4617021977901459,0.4791894257068634,0.4955591857433319,0.5079345107078552,0.5275267362594604,0.47087979316711426
14/09035900,0.006558723282068968,0.014013145118951797,0.019852472469210625,0.02559150941669941,0.03182459995150566,0.03868960961699486,0.04624414071440697,0.026110976934432983
14/09066000,0.009737445041537285,0.02171170338988304,0.03165784478187561,0.04243579879403114,0.05282334238290787,0.06094999611377716,0.0688876062631607,0.04117177426815033
14/09066300,0.0100660789757967,0.024217020720243454,0.03830796107649803,0.05203275382518768,0.06693007051944733,0.08044131100177765,0.09159374982118607,0.05194124951958656
14/09081600,0.009106632322072983,0.019547199830412865,0.027279261499643326,0.03319963440299034,0.03992792218923569,0.04545021802186966,0.050606172531843185,0.03215998038649559
14/09107000,0.011610534973442554,0.021415144205093384,0.028455398976802826,0.03481980413198471,0.04203703999519348,0.0468473844230175,0.05262405052781105,0.03397307172417641
14/09210500,0.023389752954244614,0.05289803072810173,0.07581067830324173,0.09398411214351654,0.10673171281814575,0.11680043488740921,0.1238054409623146,0.08477482944726944
14/09223000,0.013909377157688141,0.03052925132215023,0.04504259303212166,0.0584786981344223,0.07599146664142609,0.09373215585947037,0.10981352627277374,0.0610707588493824
14/09306242,0.24952566623687744,0.2828579246997833,0.31042245030403137,0.3292081952095032,0.34654003381729126,0.35990238189697266,0.3768637478351593,0.3221878111362457
14/09312600,0.012740294449031353,0.026359518989920616,0.03924684226512909,0.04989916831254959,0.059500113129615784,0.0671084001660347,0.07493218779563904,0.04711206629872322
14/09378170,0.05502504110336304,0.1082412526011467,0.1678825467824936,0.23010367155075073,0.2743896543979645,0.31830406188964844,0.3895701467990875,0.22050216794013977
